#,نام بازی,امتیاز,سطح,زمان,کاربر,نام کاربری,مدت(ثانیه),زمان واکنش(میلی ثانیه),جزئیات,پاسخ های درست,پاسخ های غلط,رشته درست و غلط,تنظیمات پیشرفته,پایان یافته,بیشتر
849958,خوشمزه یاب,2500,23,8/7/2023 1:10:40 AM,05df4dcb-8ce0-4b60-bfa0-64091c255bab,Saeidth313,9,7367,TFS:[T] RTS:[7363] HDS:[0IG30J0R0BOThby$VyucvdhMgNTL4vU] CHD:[],1,0,T,,FALSE,
849958,خوشمزه یاب,2000,23,8/7/2023 1:10:30 AM,05df4dcb-8ce0-4b60-bfa0-64091c255bab,Saeidth313,7,4991,TFS:[T] RTS:[4992] HDS:[0NIQ2I222AOVgizsPky$ReNRNfrrUKaMwD] CHD:[],1,0,T,,FALSE,
849958,خوشمزه یاب,1500,23,8/7/2023 1:10:23 AM,05df4dcb-8ce0-4b60-bfa0-64091c255bab,Saeidth313,3,1646,TFS:[T] RTS:[1649] HDS:[0DHR1h1J1xRKfbxwreuTc#f7VNliKzcUgi] CHD:[],1,0,T,,FALSE,
849958,خوشمزه یاب,1000,23,8/7/2023 1:10:19 AM,05df4dcb-8ce0-4b60-bfa0-64091c255bab,Saeidth313,4,2543,TFS:[T] RTS:[2543] HDS:[08G90P010HUKbjstwh6fifhTliltaeQ#r] CHD:[],1,0,T,,FALSE,
849958,خوشمزه یاب,500,23,8/7/2023 1:10:15 AM,05df4dcb-8ce0-4b60-bfa0-64091c255bab,Saeidth313,2,2590,TFS:[T] RTS:[2591] HDS:[0JIP292H21TOhfvyrRQSucKVUldbQ6TKN] CHD:[],1,0,T,,FALSE,
849957,حافظه لغات,3400,12,8/7/2023 1:09:53 AM,05df4dcb-8ce0-4b60-bfa0-64091c255bab,Saeidth313,15,1471,TFS:[T] RTS:[1473] HDS:[] CHD:[0E1E51GJ1LE1ET1TD1460e00b],1,0,T,,TRUE,
849957,حافظه لغات,3200,12,8/7/2023 1:09:38 AM,05df4dcb-8ce0-4b60-bfa0-64091c255bab,Saeidth313,41,"1452,1247,1550,1042,1322,1156,1050,1146","TFS:[TTTTTTTT] RTS:[1451,1246,1550,1041,1322,1156,1050,1147] HDS:[] CHD:[0P0WT0#K0EP0WG0L91uN0T014]",8,0,TTTTTTTT,,FALSE,
849957,حافظه لغات,1600,12,8/7/2023 1:08:56 AM,05df4dcb-8ce0-4b60-bfa0-64091c255bab,Saeidth313,36,"1237,1457,1894,1426,1179,1406,1436,1212","TFS:[TTTTTTTT] RTS:[1237,1456,1893,1433,1177,1408,1437,1209] HDS:[] CHD:[000eP1fK0BT1E717K0BM12H1i]",8,0,TTTTTTTT,,FALSE,
849956,گروه سرود,3400,18,8/7/2023 1:08:01 AM,05df4dcb-8ce0-4b60-bfa0-64091c255bab,Saeidth313,20,2010,TFS:[T] RTS:[2008] HDS:[7] CHD:[03B84756098439C062579370076],1,0,T,,TRUE,
849956,گروه سرود,3000,18,8/7/2023 1:07:38 AM,05df4dcb-8ce0-4b60-bfa0-64091c255bab,Saeidth313,18,"1040,187","TFS:[TF] RTS:[1039,188] HDS:[B,4] CHD:[01B5349287217A53C6BBB451837]",1,1,TF,,FALSE,
849956,گروه سرود,2800,18,8/7/2023 1:07:17 AM,05df4dcb-8ce0-4b60-bfa0-64091c255bab,Saeidth313,22,"970,101,438,642,1837","TFS:[TTTTF] RTS:[967,101,436,646,1836] HDS:[2,6,B,B,4] CHD:[0831642B7090876C14326BB2643]",4,1,TTTTF,,FALSE,
849956,گروه سرود,1400,18,8/7/2023 1:06:52 AM,05df4dcb-8ce0-4b60-bfa0-64091c255bab,Saeidth313,23,"1312,100,158,939,1320","TFS:[TTTTF] RTS:[1311,100,158,937,1321] HDS:[3,9,7,7,A] CHD:[0642B35A97A58CB794639772A73]",4,1,TTTTF,,FALSE,
849954,خوشمزه یاب,3250,24,8/7/2023 12:26:31 AM,05df4dcb-8ce0-4b60-bfa0-64091c255bab,Saeidth313,13,,TFS:[] RTS:[] HDS:[] CHD:[],0,0,,,TRUE,
849954,خوشمزه یاب,3250,24,8/7/2023 12:26:17 AM,05df4dcb-8ce0-4b60-bfa0-64091c255bab,Saeidth313,6,4690,TFS:[F] RTS:[4689] HDS:[1AG2030500KKfkswNlMiui8bVxzNRzL#P] CHD:[],0,1,F,,FALSE,
849954,خوشمزه یاب,3500,24,8/7/2023 12:26:10 AM,05df4dcb-8ce0-4b60-bfa0-64091c255bab,Saeidth313,25,23378,TFS:[T] RTS:[23379] HDS:[1GAJ2G2K2IPVcdyqbRcrhkieQg8tzVjvq] CHD:[],1,0,T,,FALSE,
849954,خوشمزه یاب,3000,24,8/7/2023 12:25:44 AM,05df4dcb-8ce0-4b60-bfa0-64091c255bab,Saeidth313,12,10278,TFS:[T] RTS:[10279] HDS:[139G1H1J1IPMj9ay#Vi$rgugdNxOca] CHD:[],1,0,T,,FALSE,
849954,خوشمزه یاب,2500,24,8/7/2023 12:25:32 AM,05df4dcb-8ce0-4b60-bfa0-64091c255bab,Saeidth313,8,5983,TFS:[T] RTS:[5985] HDS:[09Hf1h1g1eSKefwyMPt5##teRlzK$jM] CHD:[],1,0,T,,FALSE,
849954,خوشمزه یاب,2000,24,8/7/2023 12:25:24 AM,05df4dcb-8ce0-4b60-bfa0-64091c255bab,Saeidth313,7,5470,TFS:[T] RTS:[5467] HDS:[0IHn1m1p1oPOihqzfVe$rS#MxbwQ7TkaN] CHD:[],1,0,T,,FALSE,
849954,خوشمزه یاب,1500,24,8/7/2023 12:25:16 AM,05df4dcb-8ce0-4b60-bfa0-64091c255bab,Saeidth313,7,5269,TFS:[T] RTS:[5269] HDS:[0IIB29282CMRlk#tMQSuOhSQrvtTFfzqb] CHD:[],1,0,T,,FALSE,
849954,خوشمزه یاب,1000,24,8/7/2023 12:25:09 AM,05df4dcb-8ce0-4b60-bfa0-64091c255bab,Saeidth313,6,4515,TFS:[T] RTS:[4516] HDS:[04IC292A28UUda7ssPruzxSTxLlaPgy] CHD:[],1,0,T,,FALSE,
849954,خوشمزه یاب,500,24,8/7/2023 12:25:02 AM,05df4dcb-8ce0-4b60-bfa0-64091c255bab,Saeidth313,3,3781,TFS:[T] RTS:[3781] HDS:[00GD090C084KPfis$zjuuh#tVkwghtS] CHD:[],1,0,T,,FALSE,
849952,گروه سرود,8600,17,8/7/2023 12:24:38 AM,05df4dcb-8ce0-4b60-bfa0-64091c255bab,Saeidth313,9,,TFS:[] RTS:[] HDS:[] CHD:[0A740B9832B01356A28A2B3072],0,0,,,TRUE,
849952,گروه سرود,8600,17,8/7/2023 12:24:26 AM,05df4dcb-8ce0-4b60-bfa0-64091c255bab,Saeidth313,27,"1452,331,104,151,225,245,151,546","TFS:[TTTTTTTF] RTS:[1451,329,103,150,226,243,147,545] HDS:[4,A,3,7,3,3,3,9] CHD:[04318759AB63908AB714A3733354]",7,1,TTTTTTTF,,FALSE,
849952,گروه سرود,6000,17,8/7/2023 12:23:57 AM,05df4dcb-8ce0-4b60-bfa0-64091c255bab,Saeidth313,28,"2505,193,505,571,736,427,242,507","TFS:[TTTTTTTT] RTS:[2507,192,505,572,735,424,243,500] HDS:[4,A,3,7,3,3,3,5] CHD:[04318759AB63908AB714A373335]",8,0,TTTTTTTT,,FALSE,
849952,گروه سرود,2800,17,8/7/2023 12:23:26 AM,05df4dcb-8ce0-4b60-bfa0-64091c255bab,Saeidth313,20,"1116,160,199,250,578,207,242","TFS:[TTTTTTT] RTS:[1115,152,198,250,576,208,242] HDS:[4,A,3,7,3,3,3] CHD:[04318759AB63908AB714A37333]",7,0,TTTTTTT,,FALSE,
849950,گمشده در دریا,4600,36,8/7/2023 12:22:44 AM,05df4dcb-8ce0-4b60-bfa0-64091c255bab,Saeidth313,12,"819,735,622,779,891,813","TFS:[TTTTTT] RTS:[822,738,626,780,892,817] HDS:[0Ken#,0NMnT,0NanT,0Oanw,0P2nx,4bKnV] CHD:[]",6,0,TTTTTT,,TRUE,
849950,گمشده در دریا,4000,36,8/7/2023 12:22:31 AM,05df4dcb-8ce0-4b60-bfa0-64091c255bab,Saeidth313,39,"611,844,661,857,852,681,867,920,714,840,763,900,937,814,759,695,722,704,623,590","TFS:[TTTTTTTTTTTTTTTTTTTT] RTS:[618,846,663,856,854,691,871,923,715,842,765,902,940,819,763,699,723,705,632,593] HDS:[0ecnw,0aanU,0canO,0aenw,0O2nQ,4banx,4KOn#,4e6nQ,4Oenw,4RonT,8RMnv,8RMnP,8g2ny,8donP,8h8nT,CbKnV,Cconu,Cc8nu,CKKn#,Ce8n#] CHD:[]",20,0,TTTTTTTTTTTTTTTTTTTT,,FALSE,
849950,گمشده در دریا,2000,36,8/7/2023 12:21:52 AM,05df4dcb-8ce0-4b60-bfa0-64091c255bab,Saeidth313,40,"2014,798,921,955,927,842,830,936,738,928,818,877,791,843,800,927,629,726,681,735","TFS:[TTTTTTTTTTTTTTTTTTTT] RTS:[2017,798,923,959,930,847,834,934,740,934,819,892,789,847,802,929,631,713,685,740] HDS:[0PKn$,0Lenx,0dMnP,0canu,0RsnT,4QInu,4N8nT,4hInv,4LqnR,4bunV,8Mqny,8acnQ,8Ncnv,8hsnz,8banx,ChunP,CNsnv,CKenU,Caunw,Cf6nV] CHD:[]",20,0,TTTTTTTTTTTTTTTTTTTT,,FALSE,
849947,حافظه لغات,3400,11,8/7/2023 12:20:53 AM,05df4dcb-8ce0-4b60-bfa0-64091c255bab,Saeidth313,22,"1379,1249,1021","TFS:[TTT] RTS:[1381,1248,1018] HDS:[] CHD:[0B1RC0QL0cL0c00u728E1X]",3,0,TTT,,TRUE,
849947,حافظه لغات,2800,11,8/7/2023 12:20:31 AM,05df4dcb-8ce0-4b60-bfa0-64091c255bab,Saeidth313,36,"1600,1451,1612,1327,1190,1225,1202","TFS:[TTTTTTT] RTS:[1593,1452,1612,1326,1189,1226,1201] HDS:[] CHD:[0207K1xB0DK1xF0f003P0c]",7,0,TTTTTTT,,FALSE,
849947,حافظه لغات,1400,11,8/7/2023 12:19:54 AM,05df4dcb-8ce0-4b60-bfa0-64091c255bab,Saeidth313,33,"1968,1204,1365,5232,1371,1401,1160","TFS:[TTTTTTT] RTS:[1969,1203,1365,5232,1370,1402,1158] HDS:[] CHD:[0S02S02F0d01080aL0eB0Q]",7,0,TTTTTTT,,FALSE,
849946,گالری عکس,10800,12,8/6/2023 11:55:15 PM,e500b99d-03c4-4666-94fc-fb08c828dc8e,Koohin,301,"1655,1555,1022,994,2523,622,1872,821,653,1722,1421,920,953,1205,1206,3091,838,1304,1305,1788,6008,6009,6008,1005,1004,1454,1039,2455,1271,1938,1270,904,2106,855,1138,1572,3258,1221,1037,337,6010,1588,972,803,1021,2338,820,754,1806,6009,955,1172,1737,1954,1255,3024,1487,1287,1438,2990,6009,6010,6008","TFS:[TTTTTFTTTFTFTFTTTTFTFFFTFTTTFTFTFFTTTTTFFTFTTFTTTFTFTFTTTTTFFFF] RTS:[1652,1554,1021,993,2408,621,1871,820,652,1721,1421,920,953,1205,1205,3090,837,1304,1305,1788,6008,6007,6008,1003,1004,1453,1039,2455,1270,1937,1269,902,2104,853,1138,1570,3257,1220,1037,336,6009,1587,970,802,1020,2337,819,752,1804,6007,953,1170,1736,1955,1255,3022,1486,1286,1437,2989,6009,6009,6007] HDS:[00,02,0K,06,08,1Q,14,1M,1O,1Q,14,1M,1K,1M,14,1M,1O,1A,1Q,1K,2M,2K,2K,24,26,1K,16,18,1Q,1K,26,2K,2M,24,2K,2M,28,2Q,2A,2A,34,3K,3M,34,3M,3O,34,3M,3O,3Q,3K,3M,34,3M,34,3M,38,3A,3Q,3Q,3K,3K,3K] CHD:[3MIAKMI3MK3MKAMKAAKA3KAMII3AIMKIM3IMIIMAIKKIKKMKKIKKIKK3KA3AK3AKMI]",39,24,TTTTTFTTTFTFTFTTTTFTFFFTFTTTFTFTFFTTTTTFFTFTTFTTTFTFTFTTTTTFFFF,,TRUE,
849945,مو نزنه,1150,2,8/6/2023 11:49:36 PM,2673c750-8b33-450c-82bb-93f40fc3fa68,mr25,1,,TFS:[] RTS:[] HDS:[] CHD:[],0,0,,,TRUE,
849945,مو نزنه,1150,2,8/6/2023 11:49:34 PM,2673c750-8b33-450c-82bb-93f40fc3fa68,mr25,6,5994,TFS:[F] RTS:[6042] HDS:[0421243] CHD:[],0,1,F,,FALSE,
849945,مو نزنه,1200,2,8/6/2023 11:49:26 PM,2673c750-8b33-450c-82bb-93f40fc3fa68,mr25,1,1761,TFS:[T] RTS:[1814] HDS:[0500602] CHD:[],1,0,T,,FALSE,
849945,مو نزنه,1100,1,8/6/2023 11:49:21 PM,2673c750-8b33-450c-82bb-93f40fc3fa68,mr25,1,1576,TFS:[F] RTS:[1616] HDS:[2002704] CHD:[],0,1,F,,FALSE,
849945,مو نزنه,1150,1,8/6/2023 11:49:17 PM,2673c750-8b33-450c-82bb-93f40fc3fa68,mr25,1,1643,TFS:[T] RTS:[1649] HDS:[2611427] CHD:[],1,0,T,,FALSE,
849945,مو نزنه,1050,1,8/6/2023 11:49:13 PM,2673c750-8b33-450c-82bb-93f40fc3fa68,mr25,1,1704,TFS:[T] RTS:[1709] HDS:[2400538] CHD:[],1,0,T,,FALSE,
849945,مو نزنه,950,1,8/6/2023 11:49:09 PM,2673c750-8b33-450c-82bb-93f40fc3fa68,mr25,0,2003,TFS:[F] RTS:[2630] HDS:[2201427] CHD:[],0,1,F,,FALSE,
849945,مو نزنه,1000,1,8/6/2023 11:49:08 PM,2673c750-8b33-450c-82bb-93f40fc3fa68,mr25,2,2003,TFS:[F] RTS:[2013] HDS:[2201427] CHD:[],0,1,F,,FALSE,
849945,مو نزنه,1050,1,8/6/2023 11:49:04 PM,2673c750-8b33-450c-82bb-93f40fc3fa68,mr25,1,1496,TFS:[T] RTS:[1502] HDS:[2811327] CHD:[],1,0,T,,FALSE,
849945,مو نزنه,950,1,8/6/2023 11:49:00 PM,2673c750-8b33-450c-82bb-93f40fc3fa68,mr25,0,1998,TFS:[F] RTS:[2459] HDS:[2302754] CHD:[],0,1,F,,FALSE,
849945,مو نزنه,1000,1,8/6/2023 11:48:59 PM,2673c750-8b33-450c-82bb-93f40fc3fa68,mr25,2,1998,TFS:[F] RTS:[2003] HDS:[2300754] CHD:[],0,1,F,,FALSE,
849945,مو نزنه,1050,1,8/6/2023 11:48:55 PM,2673c750-8b33-450c-82bb-93f40fc3fa68,mr25,2,2009,TFS:[T] RTS:[2015] HDS:[2100407] CHD:[],1,0,T,,FALSE,
849945,مو نزنه,950,1,8/6/2023 11:48:50 PM,2673c750-8b33-450c-82bb-93f40fc3fa68,mr25,1,1487,TFS:[T] RTS:[1550] HDS:[2700735] CHD:[],1,0,T,,FALSE,
849945,مو نزنه,850,1,8/6/2023 11:48:46 PM,2673c750-8b33-450c-82bb-93f40fc3fa68,mr25,1,1356,TFS:[F] RTS:[1416] HDS:[1302752] CHD:[],0,1,F,,FALSE,
849945,مو نزنه,900,1,8/6/2023 11:48:42 PM,2673c750-8b33-450c-82bb-93f40fc3fa68,mr25,1,1317,TFS:[T] RTS:[1334] HDS:[1522357] CHD:[],1,0,T,,FALSE,
849945,مو نزنه,800,1,8/6/2023 11:48:38 PM,2673c750-8b33-450c-82bb-93f40fc3fa68,mr25,1,1851,TFS:[T] RTS:[1858] HDS:[1111457] CHD:[],1,0,T,,FALSE,
849945,مو نزنه,700,1,8/6/2023 11:48:33 PM,2673c750-8b33-450c-82bb-93f40fc3fa68,mr25,1,1483,TFS:[T] RTS:[1521] HDS:[1822081] CHD:[],1,0,T,,FALSE,
849945,مو نزنه,600,1,8/6/2023 11:48:29 PM,2673c750-8b33-450c-82bb-93f40fc3fa68,mr25,1,1552,TFS:[T] RTS:[1618] HDS:[1522358] CHD:[],1,0,T,,FALSE,
849945,مو نزنه,500,1,8/6/2023 11:48:25 PM,2673c750-8b33-450c-82bb-93f40fc3fa68,mr25,1,1699,TFS:[T] RTS:[1706] HDS:[0211801] CHD:[],1,0,T,,FALSE,
849945,مو نزنه,400,1,8/6/2023 11:48:20 PM,2673c750-8b33-450c-82bb-93f40fc3fa68,mr25,1,1249,TFS:[T] RTS:[1284] HDS:[0211856] CHD:[],1,0,T,,FALSE,
849945,مو نزنه,300,1,8/6/2023 11:48:17 PM,2673c750-8b33-450c-82bb-93f40fc3fa68,mr25,2,2723,TFS:[T] RTS:[2786] HDS:[0611526] CHD:[],1,0,T,,FALSE,
849945,مو نزنه,200,1,8/6/2023 11:48:11 PM,2673c750-8b33-450c-82bb-93f40fc3fa68,mr25,1,1663,TFS:[T] RTS:[1721] HDS:[0411027] CHD:[],1,0,T,,FALSE,
849945,مو نزنه,100,1,8/6/2023 11:48:07 PM,2673c750-8b33-450c-82bb-93f40fc3fa68,mr25,2,2238,TFS:[T] RTS:[2231] HDS:[0100310] CHD:[],1,0,T,,FALSE,
849944,مو نزنه,1050,2,8/6/2023 11:47:16 PM,2673c750-8b33-450c-82bb-93f40fc3fa68,mr25,1,1004,TFS:[F] RTS:[2015] HDS:[2701157] CHD:[],0,1,F,,FALSE,
849944,مو نزنه,1100,2,8/6/2023 11:47:15 PM,2673c750-8b33-450c-82bb-93f40fc3fa68,mr25,1,,TFS:[] RTS:[] HDS:[] CHD:[],0,0,,,TRUE,
849944,مو نزنه,1100,2,8/6/2023 11:47:12 PM,2673c750-8b33-450c-82bb-93f40fc3fa68,mr25,1,1709,TFS:[T] RTS:[1716] HDS:[2111805] CHD:[],1,0,T,,FALSE,
849944,مو نزنه,1000,2,8/6/2023 11:47:07 PM,2673c750-8b33-450c-82bb-93f40fc3fa68,mr25,1,1930,TFS:[T] RTS:[1934] HDS:[2211376] CHD:[],1,0,T,,FALSE,
849944,مو نزنه,900,2,8/6/2023 11:47:03 PM,2673c750-8b33-450c-82bb-93f40fc3fa68,mr25,2,1996,TFS:[F] RTS:[2005] HDS:[2601527] CHD:[],0,1,F,,FALSE,
849944,مو نزنه,950,2,8/6/2023 11:46:59 PM,2673c750-8b33-450c-82bb-93f40fc3fa68,mr25,0,997,TFS:[F] RTS:[1615] HDS:[3201085] CHD:[],0,1,F,,FALSE,
849944,مو نزنه,1000,2,8/6/2023 11:46:58 PM,2673c750-8b33-450c-82bb-93f40fc3fa68,mr25,1,997,TFS:[F] RTS:[1005] HDS:[3201085] CHD:[],0,1,F,,FALSE,
849944,مو نزنه,1050,2,8/6/2023 11:46:55 PM,2673c750-8b33-450c-82bb-93f40fc3fa68,mr25,0,1011,TFS:[F] RTS:[1882] HDS:[3821358] CHD:[],0,1,F,,FALSE,
849944,مو نزنه,1100,2,8/6/2023 11:46:54 PM,2673c750-8b33-450c-82bb-93f40fc3fa68,mr25,1,1011,TFS:[F] RTS:[1015] HDS:[3820358] CHD:[],0,1,F,,FALSE,
849944,مو نزنه,1150,2,8/6/2023 11:46:52 PM,2673c750-8b33-450c-82bb-93f40fc3fa68,mr25,1,1999,TFS:[T] RTS:[3004] HDS:[2700682] CHD:[],1,0,T,,FALSE,
849944,مو نزنه,1050,2,8/6/2023 11:46:51 PM,2673c750-8b33-450c-82bb-93f40fc3fa68,mr25,2,1999,TFS:[F] RTS:[2003] HDS:[2701682] CHD:[],0,1,F,,FALSE,
849944,مو نزنه,1100,2,8/6/2023 11:46:46 PM,2673c750-8b33-450c-82bb-93f40fc3fa68,mr25,1,1819,TFS:[T] RTS:[1833] HDS:[2711267] CHD:[],1,0,T,,FALSE,
849944,مو نزنه,1000,2,8/6/2023 11:46:42 PM,2673c750-8b33-450c-82bb-93f40fc3fa68,mr25,1,1398,TFS:[T] RTS:[1404] HDS:[2111102] CHD:[],1,0,T,,FALSE,
849938,گمشده در دریا,9450,36,8/6/2023 11:46:40 PM,e500b99d-03c4-4666-94fc-fb08c828dc8e,Koohin,12,"1068,1903,1068","TFS:[TTT] RTS:[1070,1905,1070] HDS:[0OKnw,0OYnw,0Munu] CHD:[]",3,0,TTT,,TRUE,
849944,مو نزنه,900,2,8/6/2023 11:46:38 PM,2673c750-8b33-450c-82bb-93f40fc3fa68,mr25,1,1423,TFS:[T] RTS:[1470] HDS:[2922470] CHD:[],1,0,T,,FALSE,
849944,مو نزنه,800,2,8/6/2023 11:46:35 PM,2673c750-8b33-450c-82bb-93f40fc3fa68,mr25,1,1675,TFS:[T] RTS:[2684] HDS:[1311281] CHD:[],1,0,T,,FALSE,
849944,مو نزنه,700,2,8/6/2023 11:46:34 PM,2673c750-8b33-450c-82bb-93f40fc3fa68,mr25,1,1675,TFS:[F] RTS:[1681] HDS:[1312281] CHD:[],0,1,F,,FALSE,
849944,مو نزنه,750,2,8/6/2023 11:46:29 PM,2673c750-8b33-450c-82bb-93f40fc3fa68,mr25,2,2577,TFS:[T] RTS:[2588] HDS:[1522065] CHD:[],1,0,T,,FALSE,
849938,گمشده در دریا,9150,36,8/6/2023 11:46:28 PM,e500b99d-03c4-4666-94fc-fb08c828dc8e,Koohin,43,"1266,901,733,1016,1035,851,1233,1118,933,818,1404,1219,1452,1166,970,950,884,818,820,866","TFS:[TTTTTTTTTTTTTTTTTTFF] RTS:[1270,903,736,1019,1037,851,1235,1119,936,820,1406,1221,1453,1169,971,953,886,820,820,869] HDS:[0RInz,0MIny,0gsny,0g6nS,0fOnR,4d8nv,4MInS,4O2nw,4genS,4O6n#,8K2n#,8denv,8ROnv,8gcnS,8d2nz,CROnT,CPOnx,CdsnP,CLcnu,CMYnV] CHD:[]",18,2,TTTTTTTTTTTTTTTTTTFF,,FALSE,
849944,مو نزنه,650,2,8/6/2023 11:46:24 PM,2673c750-8b33-450c-82bb-93f40fc3fa68,mr25,1,1897,TFS:[T] RTS:[1968] HDS:[1800083] CHD:[],1,0,T,,FALSE,
849944,مو نزنه,550,2,8/6/2023 11:46:19 PM,2673c750-8b33-450c-82bb-93f40fc3fa68,mr25,2,2757,TFS:[T] RTS:[2799] HDS:[1222543] CHD:[],1,0,T,,FALSE,
849944,مو نزنه,450,2,8/6/2023 11:46:14 PM,2673c750-8b33-450c-82bb-93f40fc3fa68,mr25,2,2305,TFS:[T] RTS:[2351] HDS:[1622405] CHD:[],1,0,T,,FALSE,
849944,مو نزنه,350,2,8/6/2023 11:46:09 PM,2673c750-8b33-450c-82bb-93f40fc3fa68,mr25,3,3535,TFS:[T] RTS:[3587] HDS:[0100620] CHD:[],1,0,T,,FALSE,
849944,مو نزنه,250,2,8/6/2023 11:46:03 PM,2673c750-8b33-450c-82bb-93f40fc3fa68,mr25,2,2480,TFS:[F] RTS:[2535] HDS:[0401271] CHD:[],0,1,F,,FALSE,
849944,مو نزنه,300,2,8/6/2023 11:45:58 PM,2673c750-8b33-450c-82bb-93f40fc3fa68,mr25,3,3536,TFS:[T] RTS:[3539] HDS:[0311426] CHD:[],1,0,T,,FALSE,
849944,مو نزنه,200,2,8/6/2023 11:45:51 PM,2673c750-8b33-450c-82bb-93f40fc3fa68,mr25,2,2288,TFS:[T] RTS:[2324] HDS:[0022348] CHD:[],1,0,T,,FALSE,
849944,مو نزنه,100,2,8/6/2023 11:45:47 PM,2673c750-8b33-450c-82bb-93f40fc3fa68,mr25,2,2563,TFS:[T] RTS:[2612] HDS:[0500123] CHD:[],1,0,T,,FALSE,
849938,گمشده در دریا,7450,36,8/6/2023 11:45:44 PM,e500b99d-03c4-4666-94fc-fb08c828dc8e,Koohin,44,"735,867,1086,1102,1085,1403,1050,1053,1653,970,1100,1251,804,1653,1285,984,733,866,902,902","TFS:[TTTTTTFTTTFTTTTFTTTF] RTS:[736,869,1087,1104,1087,1404,1054,1054,1654,970,1101,1253,804,1654,1287,986,736,870,902,904] HDS:[0d6nv,0K2nQ,0dKnP,0bonV,0cYny,4genO,4ROn$,4Nenv,4OInw,4bunx,8bunz,8K4n#,8bsnx,8fanR,8gcnu,Cf2nS,CQqny,Cd6nT,CfanV,Cd8nQ] CHD:[]",16,4,TTTTTTFTTTFTTTTFTTTF,,FALSE,
849940,مو نزنه,150,3,8/6/2023 11:45:10 PM,2673c750-8b33-450c-82bb-93f40fc3fa68,mr25,0,2019,TFS:[F] RTS:[3014] HDS:[2700753081] CHD:[],0,1,F,,FALSE,
849940,مو نزنه,200,3,8/6/2023 11:45:09 PM,2673c750-8b33-450c-82bb-93f40fc3fa68,mr25,2,,TFS:[] RTS:[] HDS:[] CHD:[],0,0,,,TRUE,
849940,مو نزنه,200,3,8/6/2023 11:45:05 PM,2673c750-8b33-450c-82bb-93f40fc3fa68,mr25,2,2025,TFS:[T] RTS:[2035] HDS:[2600768120] CHD:[],1,0,T,,FALSE,
849938,گمشده در دریا,6050,36,8/6/2023 11:45:00 PM,e500b99d-03c4-4666-94fc-fb08c828dc8e,Koohin,45,"1319,782,1187,1718,986,783,1768,1167,1318,968,1284,835,1652,2084,1083,936,882,651,634,780","TFS:[TTTTTTTTTTTTTFTTTTFT] RTS:[1322,786,1188,1720,986,785,1771,1169,1320,970,1288,836,1654,2087,1086,936,886,652,636,785] HDS:[0RInP,0gOny,0fMnV,0dcnP,0h2nP,4d2nz,4dKnT,4dqnT,4dcnv,4Mcnu,8P8nV,8RKnv,8cunO,8OKnS,8e4nU,CfsnR,CLon$,CcInu,COonP,Cfenx] CHD:[]",18,2,TTTTTTTTTTTTTFTTTTFT,,FALSE,
849940,مو نزنه,100,3,8/6/2023 11:45:00 PM,2673c750-8b33-450c-82bb-93f40fc3fa68,mr25,1,1401,TFS:[T] RTS:[1414] HDS:[2711384701] CHD:[],1,0,T,,FALSE,
849940,مو نزنه,0,3,8/6/2023 11:44:56 PM,2673c750-8b33-450c-82bb-93f40fc3fa68,mr25,1,1788,TFS:[T] RTS:[1799] HDS:[2355372015] CHD:[],1,0,T,,FALSE,
849940,مو نزنه,-100,3,8/6/2023 11:44:52 PM,2673c750-8b33-450c-82bb-93f40fc3fa68,mr25,0,2992,TFS:[F] RTS:[3185] HDS:[2312518307] CHD:[],0,1,F,,FALSE,
849940,مو نزنه,-50,3,8/6/2023 11:44:52 PM,2673c750-8b33-450c-82bb-93f40fc3fa68,mr25,3,2992,TFS:[F] RTS:[3002] HDS:[2313518307] CHD:[],0,1,F,,FALSE,
849940,مو نزنه,0,3,8/6/2023 11:44:46 PM,2673c750-8b33-450c-82bb-93f40fc3fa68,mr25,1,1644,TFS:[T] RTS:[1699] HDS:[2733630825] CHD:[],1,0,T,,FALSE,
849940,مو نزنه,-100,3,8/6/2023 11:44:41 PM,2673c750-8b33-450c-82bb-93f40fc3fa68,mr25,2,2791,TFS:[F] RTS:[2804] HDS:[2504637052] CHD:[],0,1,F,,FALSE,
849940,مو نزنه,-50,3,8/6/2023 11:44:36 PM,2673c750-8b33-450c-82bb-93f40fc3fa68,mr25,2,2287,TFS:[T] RTS:[2359] HDS:[2633430618] CHD:[],1,0,T,,FALSE,
849940,مو نزنه,-150,3,8/6/2023 11:44:31 PM,2673c750-8b33-450c-82bb-93f40fc3fa68,mr25,2,2474,TFS:[F] RTS:[2487] HDS:[2530154638] CHD:[],0,1,F,,FALSE,
849940,مو نزنه,-100,3,8/6/2023 11:44:26 PM,2673c750-8b33-450c-82bb-93f40fc3fa68,mr25,1,1535,TFS:[T] RTS:[1599] HDS:[2555308512] CHD:[],1,0,T,,FALSE,
849940,مو نزنه,-200,3,8/6/2023 11:44:22 PM,2673c750-8b33-450c-82bb-93f40fc3fa68,mr25,1,1486,TFS:[T] RTS:[1531] HDS:[2055130278] CHD:[],1,0,T,,FALSE,
849940,مو نزنه,-300,3,8/6/2023 11:44:18 PM,2673c750-8b33-450c-82bb-93f40fc3fa68,mr25,1,1508,TFS:[F] RTS:[1516] HDS:[3335431028] CHD:[],0,1,F,,FALSE,
