#,نام بازی,امتیاز,سطح,زمان,کاربر,نام کاربری,مدت(ثانیه),زمان واکنش(میلی ثانیه),جزئیات,پاسخ های درست,پاسخ های غلط,رشته درست و غلط,تنظیمات پیشرفته,پایان یافته,بیشتر
850042,خوشمزه یاب,1750,24,8/7/2023 12:12:36 PM,1b682855-76e8-4d61-9eec-26fbe60ffb81,mr24,4,,TFS:[] RTS:[] HDS:[] CHD:[],0,0,,,TRUE,
850042,خوشمزه یاب,1750,24,8/7/2023 12:12:31 PM,1b682855-76e8-4d61-9eec-26fbe60ffb81,mr24,12,10177,TFS:[T] RTS:[10183] HDS:[0BI1202423GMaXzrrIlaJDJM#HWnUStc] CHD:[],1,0,T,,FALSE,
850042,خوشمزه یاب,1250,24,8/7/2023 12:12:19 PM,1b682855-76e8-4d61-9eec-26fbe60ffb81,mr24,11,8864,TFS:[T] RTS:[8869] HDS:[09I3202224IUYbtsJkiFLnIscbjWXiG] CHD:[],1,0,T,,FALSE,
850042,خوشمزه یاب,750,24,8/7/2023 12:12:08 PM,1b682855-76e8-4d61-9eec-26fbe60ffb81,mr24,4,2853,TFS:[F] RTS:[2859] HDS:[0JGO0T0S0RGHclqt#LlWTbanIDNHioMc] CHD:[],0,1,F,,FALSE,
850042,خوشمزه یاب,1000,24,8/7/2023 12:12:03 PM,1b682855-76e8-4d61-9eec-26fbe60ffb81,mr24,11,9561,TFS:[T] RTS:[9566] HDS:[04IQ2O2R2PUSlWErsYpr#MTVtqHpiqtIjW] CHD:[],1,0,T,,FALSE,
850042,خوشمزه یاب,500,24,8/7/2023 12:11:51 PM,1b682855-76e8-4d61-9eec-26fbe60ffb81,mr24,6,4714,TFS:[T] RTS:[4717] HDS:[00IP2R2O2Q6KNYXorXdzkmTJWlyTZnIS#] CHD:[],1,0,T,,FALSE,
850042,خوشمزه یاب,0,24,8/7/2023 12:11:44 PM,1b682855-76e8-4d61-9eec-26fbe60ffb81,mr24,8,6526,TFS:[F] RTS:[6532] HDS:[0HHe1f1g1hTIjYmnkXTtnK4#b$MUctcJm] CHD:[],0,1,F,,FALSE,
850042,خوشمزه یاب,250,24,8/7/2023 12:11:36 PM,1b682855-76e8-4d61-9eec-26fbe60ffb81,mr24,4,2648,TFS:[F] RTS:[2649] HDS:[0BHQ1R1O1PNIZdn6oLM#GjULKHKrVy] CHD:[],0,1,F,,FALSE,
850042,خوشمزه یاب,500,24,8/7/2023 12:11:31 PM,1b682855-76e8-4d61-9eec-26fbe60ffb81,mr24,4,2064,TFS:[T] RTS:[2070] HDS:[06IC2B292ASTYc##5WHT#zLq$WSJdZNL] CHD:[],1,0,T,,FALSE,
850042,خوشمزه یاب,0,24,8/7/2023 12:11:27 PM,1b682855-76e8-4d61-9eec-26fbe60ffb81,mr24,7,5658,TFS:[F] RTS:[5665] HDS:[02IC2A2928LUbWrsHHTlTIMZVSm4Uooznt] CHD:[],0,1,F,,FALSE,
850042,خوشمزه یاب,250,24,8/7/2023 12:11:19 PM,1b682855-76e8-4d61-9eec-26fbe60ffb81,mr24,8,6252,TFS:[T] RTS:[6257] HDS:[05IR2P2O2QMTkas1oKGXGInJit$Tirjcpl] CHD:[],1,0,T,,FALSE,
850042,خوشمزه یاب,-250,24,8/7/2023 12:11:11 PM,1b682855-76e8-4d61-9eec-26fbe60ffb81,mr24,5,5385,TFS:[F] RTS:[5394] HDS:[0CII2H2J2KSMdb$#WyKnlcrnIbpXNI4Um] CHD:[],0,1,F,,FALSE,
850033,خوشمزه یاب,3750,24,8/7/2023 12:08:59 PM,1b682855-76e8-4d61-9eec-26fbe60ffb81,mr24,4,,TFS:[] RTS:[] HDS:[] CHD:[],0,0,,,TRUE,
850033,خوشمزه یاب,3750,24,8/7/2023 12:08:54 PM,1b682855-76e8-4d61-9eec-26fbe60ffb81,mr24,6,4012,TFS:[T] RTS:[4016] HDS:[1KIC282A2BTLiWzntoyoMlGULszoaZEnVs] CHD:[],1,0,T,,FALSE,
850033,خوشمزه یاب,3250,24,8/7/2023 12:08:48 PM,1b682855-76e8-4d61-9eec-26fbe60ffb81,mr24,4,2097,TFS:[T] RTS:[2103] HDS:[172O2Q2R2PKIabzoy7jpcNnsrG$Jjn] CHD:[],1,0,T,,FALSE,
850033,خوشمزه یاب,2750,24,8/7/2023 12:08:44 PM,1b682855-76e8-4d61-9eec-26fbe60ffb81,mr24,8,6128,TFS:[F] RTS:[6132] HDS:[1B2C282A2BIIcj##ZKiJXNFmWrTsTM] CHD:[],0,1,F,,FALSE,
850033,خوشمزه یاب,3000,24,8/7/2023 12:08:35 PM,1b682855-76e8-4d61-9eec-26fbe60ffb81,mr24,14,11882,TFS:[F] RTS:[11884] HDS:[1B1I1H1J1GUKXWsyIXaENlbjIXLmNs] CHD:[],0,1,F,,FALSE,
850033,خوشمزه یاب,3250,24,8/7/2023 12:08:21 PM,1b682855-76e8-4d61-9eec-26fbe60ffb81,mr24,5,3552,TFS:[T] RTS:[3557] HDS:[1L0R0Q0O0TMIbYn$sI#sSjztJUlrqkdD] CHD:[],1,0,T,,FALSE,
850033,خوشمزه یاب,2750,24,8/7/2023 12:08:16 PM,1b682855-76e8-4d61-9eec-26fbe60ffb81,mr24,10,8417,TFS:[T] RTS:[8418] HDS:[1BAQ2O2R2PTHbctpoiGSYDncmUbU#dzcqX] CHD:[],1,0,T,,FALSE,
850033,خوشمزه یاب,2250,24,8/7/2023 12:08:05 PM,1b682855-76e8-4d61-9eec-26fbe60ffb81,mr24,8,6636,TFS:[T] RTS:[6645] HDS:[1B8G0H0L0KIUbX$pbsddaFkrTosKszpmXz] CHD:[],1,0,T,,FALSE,
850033,خوشمزه یاب,1750,24,8/7/2023 12:07:56 PM,1b682855-76e8-4d61-9eec-26fbe60ffb81,mr24,6,4528,TFS:[T] RTS:[4532] HDS:[0BG0050204MSjarmtHWoK3kyYoLUXsLzl#] CHD:[],1,0,T,,FALSE,
850033,خوشمزه یاب,1250,24,8/7/2023 12:07:50 PM,1b682855-76e8-4d61-9eec-26fbe60ffb81,mr24,6,4020,TFS:[T] RTS:[4024] HDS:[08IG2I2K2HMLXj#pazDZaibsymI$tL$N] CHD:[],1,0,T,,FALSE,
850033,خوشمزه یاب,750,24,8/7/2023 12:07:44 PM,1b682855-76e8-4d61-9eec-26fbe60ffb81,mr24,6,4553,TFS:[T] RTS:[4559] HDS:[00G1040302DUJWioqMGXkTtZUl$bobtTnH] CHD:[],1,0,T,,FALSE,
850033,خوشمزه یاب,250,24,8/7/2023 12:07:37 PM,1b682855-76e8-4d61-9eec-26fbe60ffb81,mr24,3,1497,TFS:[F] RTS:[1506] HDS:[0CI1222320MIabrokjUpXcoLN7JkMzymXj] CHD:[],0,1,F,,FALSE,
850033,خوشمزه یاب,500,24,8/7/2023 12:07:33 PM,1b682855-76e8-4d61-9eec-26fbe60ffb81,mr24,6,3444,TFS:[T] RTS:[3438] HDS:[0DG3020504VTYXyrspNsa#SEKT#HrLpmn] CHD:[],1,0,T,,FALSE,
850029,گروه سرود,800,18,8/7/2023 12:06:16 PM,1b682855-76e8-4d61-9eec-26fbe60ffb81,mr24,1,,TFS:[] RTS:[] HDS:[] CHD:[09B7860142C9741028ABB8BB147],0,0,,,TRUE,
850029,گروه سرود,800,18,8/7/2023 12:06:11 PM,1b682855-76e8-4d61-9eec-26fbe60ffb81,mr24,19,"852,2299","TFS:[TF] RTS:[851,2299] HDS:[0,9] CHD:[05BA790234413CB260A049B33B3]",1,1,TF,,FALSE,
850029,گروه سرود,600,18,8/7/2023 12:05:49 PM,1b682855-76e8-4d61-9eec-26fbe60ffb81,mr24,18,829,TFS:[F] RTS:[828] HDS:[5] CHD:[04308617258C4026B7360526761],0,1,F,,FALSE,
850029,گروه سرود,800,18,8/7/2023 12:05:28 PM,1b682855-76e8-4d61-9eec-26fbe60ffb81,mr24,21,"1584,2488","TFS:[TF] RTS:[1583,2487] HDS:[5,0] CHD:[0260A951B8723695AB056A05118]",1,1,TF,,FALSE,
850029,گروه سرود,600,18,8/7/2023 12:05:04 PM,1b682855-76e8-4d61-9eec-26fbe60ffb81,mr24,19,"1048,545,587","TFS:[TTF] RTS:[1044,545,587] HDS:[B,3,A] CHD:[027B4A06931658C0279B33AB4A4]",2,1,TTF,,FALSE,
850028,گروه سرود,2800,17,8/7/2023 12:02:56 PM,1b682855-76e8-4d61-9eec-26fbe60ffb81,mr24,1,,TFS:[] RTS:[] HDS:[] CHD:[05839A047150791B3C80759347],0,0,,,TRUE,
850028,گروه سرود,2800,17,8/7/2023 12:02:55 PM,1b682855-76e8-4d61-9eec-26fbe60ffb81,mr24,29,"1576,2188,1572,1685,1355,1057,2517","TFS:[TTTTTTF] RTS:[1580,2186,1570,1683,1353,1057,2516] HDS:[0,7,5,9,3,4,4] CHD:[05839A047150791B3C80759347]",6,1,TTTTTTF,,FALSE,
850028,گروه سرود,600,17,8/7/2023 12:02:22 PM,1b682855-76e8-4d61-9eec-26fbe60ffb81,mr24,16,1052,TFS:[F] RTS:[1053] HDS:[8] CHD:[013A9548B6A13CB42679896946],0,1,F,,FALSE,
850028,گروه سرود,800,17,8/7/2023 12:02:03 PM,1b682855-76e8-4d61-9eec-26fbe60ffb81,mr24,18,"1166,706,1620","TFS:[TTF] RTS:[1168,705,1619] HDS:[7,1,7] CHD:[0BA527916093250B7A67197697]",2,1,TTF,,FALSE,
850028,گروه سرود,200,17,8/7/2023 12:01:42 PM,1b682855-76e8-4d61-9eec-26fbe60ffb81,mr24,16,"1023,304","TFS:[TF] RTS:[1024,305] HDS:[B,6] CHD:[095437B286C956A24B0B986724]",1,1,TF,,FALSE,
850026,گروه سرود,2800,17,8/7/2023 11:59:06 AM,1b682855-76e8-4d61-9eec-26fbe60ffb81,mr24,6,,TFS:[] RTS:[] HDS:[] CHD:[02583071B65310CA62B3716567],0,0,,,TRUE,
850026,گروه سرود,2800,17,8/7/2023 11:58:56 AM,1b682855-76e8-4d61-9eec-26fbe60ffb81,mr24,16,"1180,351","TFS:[TF] RTS:[1179,349] HDS:[5,1] CHD:[0B32A15497A6C9841525519AAB]",1,1,TF,,FALSE,
850026,گروه سرود,2600,17,8/7/2023 11:58:37 AM,1b682855-76e8-4d61-9eec-26fbe60ffb81,mr24,19,"1246,633,844","TFS:[TTF] RTS:[1245,633,843] HDS:[8,6,4] CHD:[06498BA537302914A68866546B]",2,1,TTF,,FALSE,
850026,گروه سرود,2000,17,8/7/2023 11:58:15 AM,1b682855-76e8-4d61-9eec-26fbe60ffb81,mr24,17,"1031,366,434","TFS:[TTF] RTS:[1031,366,432] HDS:[0,B,6] CHD:[0160852A4B94873B0620B46B81]",2,1,TTF,,FALSE,
850026,گروه سرود,1400,17,8/7/2023 11:57:55 AM,1b682855-76e8-4d61-9eec-26fbe60ffb81,mr24,20,"826,360,491,468,1526","TFS:[TTTTF] RTS:[823,358,490,467,1527] HDS:[7,8,9,8,9] CHD:[05B790482115C32B06A78984B2]",4,1,TTTTF,,FALSE,
850023,گروه سرود,1600,18,8/7/2023 11:56:02 AM,1b682855-76e8-4d61-9eec-26fbe60ffb81,mr24,4,,TFS:[] RTS:[] HDS:[] CHD:[0463097825A3549012C60855505],0,0,,,TRUE,
850023,گروه سرود,1600,18,8/7/2023 11:55:55 AM,1b682855-76e8-4d61-9eec-26fbe60ffb81,mr24,17,1220,TFS:[F] RTS:[1217] HDS:[4] CHD:[032A40B8191C3B8092A89A4290A],0,1,F,,FALSE,
850023,گروه سرود,1800,18,8/7/2023 11:55:35 AM,1b682855-76e8-4d61-9eec-26fbe60ffb81,mr24,17,"670,337","TFS:[TF] RTS:[664,336] HDS:[3,6] CHD:[076534BA2803981C5AB37626A44]",1,1,TF,,FALSE,
850023,گروه سرود,1600,18,8/7/2023 11:55:14 AM,1b682855-76e8-4d61-9eec-26fbe60ffb81,mr24,19,"876,2089","TFS:[TF] RTS:[876,2084] HDS:[3,5] CHD:[0463917A5BB69240C5131595B91]",1,1,TF,,FALSE,
850023,گروه سرود,1400,18,8/7/2023 11:54:52 AM,1b682855-76e8-4d61-9eec-26fbe60ffb81,mr24,21,"738,421,383,443,473","TFS:[TTTTF] RTS:[733,422,380,442,474] HDS:[9,5,A,2,9] CHD:[0405A9217809AC3281495A2A951]",4,1,TTTTF,,FALSE,
850015,گمشده در دریا,2900,2,8/7/2023 11:52:04 AM,1b682855-76e8-4d61-9eec-26fbe60ffb81,mr24,42,"1107,1869,1149,2147,430,1112,1126,1184,1014,1194,965,1318,909,1316,860,903,948,622","TFS:[TTTFTTTTTTTTTTTTTF] RTS:[1113,1876,1159,2155,437,1120,1133,1192,1020,1202,973,1325,914,1324,869,911,955,629] HDS:[0dm51,0c05W,0bW5Z,0Q05X,0gG5a,4dm5X,4cW5W,4eG5c,4dm5b,4gm5W,8am5Y,8Om5c,8QW5W,8KW5Y,8R05X,CP053,CNm5b,CKG5Z] CHD:[]",16,2,TTTFTTTTTTTTTTTTTF,,TRUE,
850015,گمشده در دریا,1400,1,8/7/2023 11:51:21 AM,1b682855-76e8-4d61-9eec-26fbe60ffb81,mr24,48,"4094,2566,1078,1123,955,1523,971,925,1350,1222,1315,1068,890,1226,866,946,1647,922,891,994","TFS:[FTTTTTTTTTTTFFTFTTTT] RTS:[4099,2571,1081,1132,958,1527,976,929,1358,1225,1320,1075,896,1232,870,950,1651,929,895,989] HDS:[0g030,0h035,0hW3b,0Qm30,0bm3Z,4d03b,4QG30,4LG3Z,4aW3Y,4L03d,8gW30,8NW3X,8cG3Z,8b03a,8f037,8NG33,8L037,8O032,8cW3W,8RW31] CHD:[]",16,4,FTTTTTTTTTTTFFTFTTTT,,FALSE,
850014,گمشده در دریا,-100,0,8/7/2023 11:48:57 AM,1b682855-76e8-4d61-9eec-26fbe60ffb81,mr24,78,"998,865,1108,854,902,1111,1107,1100,982,1109,1232,1725,1729,1541,1267,1020,1084,736,1107,1099,1080,950,957,838,1098,2083,918,1071,21,2096,656,3100,1435","TFS:[FTFFTFFFTFTTTTTTFTFFFFFTFFFFFFFFT] RTS:[1005,870,1112,861,908,1116,1112,1103,987,1115,1241,1731,1736,1550,1273,1025,1090,742,1109,1106,1086,957,963,844,1103,2086,922,1073,30,2099,661,3106,1439] HDS:[CcG33,COW36,CaW32,CbW3a,CfG37,CQ033,Ca033,CP03Z,CbG33,CL037,8NW35,8cG30,8PW37,8g030,8Pm37,CfW3Z,CbG37,CfG3Z,Cdm37,CcG37,COG3d,CdG33,CPm3b,CLG3d,CeW3Z,8em3Z,8b036,8K03d,8fG3c,8dG32,4c037,4PW33,4O03c] CHD:[]",12,21,FTFFTFFFTFTTTTTTFTFFFFFTFFFFFFFFT,,TRUE,
850014,گمشده در دریا,-250,1,8/7/2023 11:47:38 AM,1b682855-76e8-4d61-9eec-26fbe60ffb81,mr24,13,"3442,2762,447,986,1051","TFS:[FFFFF] RTS:[3445,2767,450,991,1053] HDS:[0c03Y,0d03d,0R03Y,0cG33,0Km31] CHD:[]",0,5,FFFFF,,FALSE,
850012,گمشده در دریا,200,0,8/7/2023 11:46:15 AM,1b682855-76e8-4d61-9eec-26fbe60ffb81,mr24,36,"1114,840,923,830,814,1763,1951,969,900,1078,857,988,1028,1052,1397","TFS:[FTFFFFFFFTFFTTF] RTS:[1122,846,934,839,820,1769,1958,975,905,1081,862,992,1033,1055,1408] HDS:[Ca032,CK03Y,COW3a,CeW3W,CaW34,8QG3Z,8NW3W,8RW3a,8RG3Z,8LG37,4KW30,4RG37,4PG37,4fW37,4O037] CHD:[]",4,11,FTFFFFFFFTFFTTF,,TRUE,
850012,گمشده در دریا,350,1,8/7/2023 11:45:39 AM,1b682855-76e8-4d61-9eec-26fbe60ffb81,mr24,55,"736,1137,953,1432,1577,1981,1279,1034,1379,4122,1272,990,1093,4109,909,1080,1324,1607,3070,1620","TFS:[FTTTFFTFTFTFTFTFFFFT] RTS:[746,1148,957,1435,1584,1988,1282,1038,1389,4128,1283,994,1103,4113,914,1083,1326,1613,3078,1626] HDS:[0L036,0cW34,0PW33,0KG36,0Om3X,0h036,0MW3a,0Mm31,0O03c,0am3c,0e032,0fW3Y,0K03c,0KG3Y,0gW30,0eW3W,0Mm35,0am3X,0RG33,0e03c] CHD:[]",9,11,FTTTFFTFTFTFTFTFFFFT,,FALSE,
850000,گمشده در دریا,-500,2,8/7/2023 11:43:23 AM,1b682855-76e8-4d61-9eec-26fbe60ffb81,mr24,2,1100,TFS:[F] RTS:[1105] HDS:[CMG5W] CHD:[],0,1,F,,TRUE,
850000,گمشده در دریا,-450,3,8/7/2023 11:43:21 AM,1b682855-76e8-4d61-9eec-26fbe60ffb81,mr24,61,"268,458,1080,237,81,908,353,1115,562,1392,1435,998,1135,310,947,955,1369,166,18,300,1078,1187,1162,1499,1344,1198,819,2027,1293,1304","TFS:[FFFFFFFFFFFTTFFTFFFFTFTTFFFFFT] RTS:[276,468,1086,250,89,914,361,1125,571,1403,1445,1008,1147,318,956,963,1375,175,28,307,1091,1194,1165,1509,1352,1208,831,2035,1314,1314] HDS:[CaG7a,CNG7Z,CdG7W,Cdm70,COG75,8O073,8dm7Z,8aW7W,8eW7a,8em7X,4gm7X,4gW7W,4K07Y,4cm76,4M071,4hm7X,4Om74,4bW7b,4NW7W,4dG74,0a07c,0LW74,0MW7W,0MW70,0MW76,0aG74,0KW70,0NW7W,0LW70,0cW74] CHD:[]",7,23,FFFFFFFFFFFTTFFTFFFFTFTTFFFFFT,,FALSE,
850000,گمشده در دریا,0,4,8/7/2023 11:42:19 AM,1b682855-76e8-4d61-9eec-26fbe60ffb81,mr24,27,"2767,128,1144,149,983,1071,575,20,62,1162,1688,1505,52,21,562","TFS:[FTFTTTFFTFFFFFF] RTS:[2774,137,1149,151,987,1078,582,25,69,1166,1693,1509,58,28,567] HDS:[0ON3W,0PN33,0b33c,0eJ32,0bL3Z,0cn3a,0Lr34,0Qr35,0bJ37,0Or3Z,0d332,0fX30,0Rn3W,0fZ3X,0L134] CHD:[]",5,10,FTFTTTFFTFFFFFF,,FALSE,
849999,حافظه لغات,550,3,8/7/2023 11:40:40 AM,1b682855-76e8-4d61-9eec-26fbe60ffb81,mr24,30,"1289,2453,1891,2423","TFS:[TTFT] RTS:[1296,2454,1891,2424] HDS:[] CHD:[090r21FK0e01E72421F]",3,1,TTFT,,TRUE,
849999,حافظه لغات,300,3,8/7/2023 11:40:10 AM,1b682855-76e8-4d61-9eec-26fbe60ffb81,mr24,28,"1766,2020,1902,22,60,163","TFS:[TTFFFT] RTS:[1769,2020,1902,22,59,167] HDS:[] CHD:[000f20gJ1s41T41TR0Z]",3,3,TTFFFT,,FALSE,
849999,حافظه لغات,150,3,8/7/2023 11:39:41 AM,1b682855-76e8-4d61-9eec-26fbe60ffb81,mr24,32,"2265,1957,2655,1437,1881,2058","TFS:[FTTFFT] RTS:[2259,1954,2654,1437,1886,2059] HDS:[] CHD:[0P0FP0F20XG1PF0301D]",3,3,FTTFFT,,FALSE,
849996,حافظه لغات,700,3,8/7/2023 11:37:56 AM,1b682855-76e8-4d61-9eec-26fbe60ffb81,mr24,27,"2744,1659,2842,1261","TFS:[TTTF] RTS:[2748,1659,2842,1263] HDS:[] CHD:[0P0101aC0BB0GM10C0B]",3,1,TTTF,,TRUE,
849996,حافظه لغات,450,3,8/7/2023 11:37:28 AM,1b682855-76e8-4d61-9eec-26fbe60ffb81,mr24,32,"1705,1352,1250,1880,1679,1595","TFS:[TFTTFF] RTS:[1710,1353,1251,1881,1681,1596] HDS:[] CHD:[000b523E0l523I1w71F]",3,3,TFTTFF,,FALSE,
849996,حافظه لغات,300,3,8/7/2023 11:36:56 AM,1b682855-76e8-4d61-9eec-26fbe60ffb81,mr24,31,"2153,1998,1873,1728,1385,1921","TFS:[TFTFTT] RTS:[2148,2000,1873,1727,1385,1921] HDS:[] CHD:[000v50S80oG1cB0C50S]",4,2,TFTFTT,,FALSE,
849998,حافظه لغات,850,3,8/7/2023 11:35:21 AM,1b682855-76e8-4d61-9eec-26fbe60ffb81,mr24,28,"2596,1697,1792,1260","TFS:[TTTF] RTS:[2603,1701,1791,1260] HDS:[] CHD:[001RG0yG0yK0b51170u]",3,1,TTTF,,TRUE,
849998,حافظه لغات,600,3,8/7/2023 11:34:52 AM,1b682855-76e8-4d61-9eec-26fbe60ffb81,mr24,32,"2145,1204,1872,1787,1455,1225","TFS:[FTTTTT] RTS:[2150,1206,1873,1786,1454,1226] HDS:[] CHD:[0C0OC0O80b019J1A50X]",5,1,FTTTTT,,FALSE,
849998,حافظه لغات,150,3,8/7/2023 11:34:20 AM,1b682855-76e8-4d61-9eec-26fbe60ffb81,mr24,30,"2786,1698,1552,1517,1334,1424","TFS:[TFTFTF] RTS:[2782,1695,1551,1518,1333,1423] HDS:[] CHD:[0F0yP0q00QK1NK1N80C]",3,3,TFTFTF,,FALSE,
849996,حافظه لغات,1000,3,8/7/2023 11:32:32 AM,1b682855-76e8-4d61-9eec-26fbe60ffb81,mr24,25,"2393,1622,1546,1233","TFS:[FTFT] RTS:[2396,1623,1549,1232] HDS:[] CHD:[0H0HP1hS1vS1vK2B01O]",2,2,FTFT,,TRUE,
849996,حافظه لغات,900,3,8/7/2023 11:32:07 AM,1b682855-76e8-4d61-9eec-26fbe60ffb81,mr24,33,"2556,1451,1422,1647,2307,1849","TFS:[TTTTTT] RTS:[2563,1451,1422,1649,2307,1852] HDS:[] CHD:[0J1y40GE1qE1q009P1t]",6,0,TTTTTT,,FALSE,
849996,حافظه لغات,300,3,8/7/2023 11:31:33 AM,1b682855-76e8-4d61-9eec-26fbe60ffb81,mr24,31,"2114,1753,2393,1698,1654,2183","TFS:[TFTTTF] RTS:[2113,1753,2394,1692,1653,2184] HDS:[] CHD:[000rC1171o71oH0M40t]",4,2,TFTTTF,,FALSE,
849993,بزرگراه,95750,24,8/7/2023 11:27:34 AM,a61d36ea-1970-4cb1-93c9-11258a723919,reza,303,"2700,4025,2952,5047,3102,4266,3030,2998,2419,3215,2499,1566,2752,1782,1898,2281,1002,996,52,1949,1033,997,702,1316,700,1301,683,1100,1246,985,849,967,982,933,1099,1285,50,1265,1199,1500,715,1066,1217,1015,667,1182,833,1116,1247,999,188,1665,1166,1014,85,2195,1919,1899,1867,1783,2265,766,1298,801,885,664,1200,1484,932,1134,782,1232,318,1698,834,1065,882,1234,1012,1016,935,1080,486,1316,1230,999,1002,900,832,1167,883,900,1116,1266,1014,701,1347,652,998,1084,964,1350,1000,50,1933,583,1167,1315,985,864,1146,720,567,1381,1281,1081,1020,699,917,932,1316,549,1549,1080,735,766,1434,983,1117,1,1298,1382,1182,1214,634,1184,1199,1000,1018,929,567,1382,633,1564,999,834,1166,1019,732,1296,1017,800,1215,850,949,649,1365,949,733,1565,1000,817,1082,883,1000,1033,1050,1049,932,1250,999,999,1016,968,1030,685,1100,733,751,1550,1263,400,1383,1233,1000,750,800,1466,733,1066,482,1733,848,899,1016,1166,1085,847,850,1382,732,1016,866,666,1500,1016,1267,764,936,1047,933,1382,1017,749,1248,1001,1015,1017,686,1332,633,1200,1068,884,1250,648,1383,995,1016,818,1230,999,553,1284,917,1146,1133,766,733,1333,1231,968,1033,33,1299,1697,686,1348,383,1649,999,567,1448,50,1965,1000,933,900,765,1133,949,1216,916,1283,399","TFS:[TFTTTTTTTTTTTTTTFFFTFTTTTFTTFTTTTTTFFTTTTTTFTTTTFFFFFFFTTFTTTTTTTTTTTFTTFTTTTFTTTTTTTTTTTTTFTTTTTTTTTTFTTTTTTTTTTFTFTTTTTTTFFFTTFFFTTFTTFTTTTTTTTTTTTTTTTTTTTTFFTTTTTTTTFTTTTTTTTTTTTTTTFTFTTTTTTTTTTTTTTTTTTTTTTTTFTTTFFFTTTTTTFTTTTTTTTTTFFTTTTTFFTTTTTTTTFTTTFTTTTTTTT] RTS:[2693,4019,2965,5034,3115,4264,3020,3000,2434,3214,2499,1566,2753,1782,1897,2272,1000,1000,60,1949,1029,1000,703,1316,699,1300,684,1102,1232,996,849,967,984,931,1099,1270,67,1262,1200,1490,725,1066,1216,1010,672,1183,833,1116,1234,1000,198,1667,1153,1019,92,2187,1928,1900,1866,1783,2266,766,1288,811,885,664,1199,1485,931,1122,794,1225,324,1695,837,1066,882,1232,1000,1020,946,1072,494,1316,1229,1000,1003,900,832,1166,882,900,1116,1256,1020,706,1333,666,999,1083,966,1343,1000,56,1933,583,1169,1296,1000,865,1134,732,571,1378,1282,1074,1020,706,916,932,1317,549,1550,1067,748,767,1433,983,1108,10,1297,1382,1183,1205,644,1183,1191,1000,1019,936,566,1382,633,1560,1000,839,1166,1013,736,1283,1019,813,1207,859,949,650,1366,949,733,1551,1000,832,1083,882,1000,1032,1050,1049,933,1234,1000,1000,1019,979,1020,696,1099,733,751,1549,1250,415,1382,1222,1000,761,799,1458,741,1065,483,1733,849,899,1017,1166,1083,849,850,1379,736,1017,866,666,1499,1017,1256,776,934,1048,933,1366,1020,763,1236,1000,1019,1019,690,1329,637,1200,1067,886,1248,647,1373,1000,1019,823,1216,1000,566,1283,916,1150,1123,776,732,1335,1214,982,1017,48,1300,1691,695,1344,385,1634,1000,581,1438,62,1957,1000,941,902,763,1133,949,1216,916,1275,408] HDS:[0W,00,0O,0W,0e,1G,1G,1G,1u,1O,28,28,2e,2u,2u,3H,31,31,3O,39,3H,3H,3f,31,3v,3H,3P,3f,31,3f,3f,39,3f,38,3P,31,3e,3e,3e,3H,39,3f,3f,3H,3v,3P,3P,39,3H,3H,38,3f,3H,3X,3O,2W,2u,2e,28,2e,3v,3v,3H,3f,39,38,38,3f,3P,3H,3P,3H,3O,31,39,3v,39,3X,31,31,3v,3H,3O,3v,31,31,39,3f,3P,39,3f,38,3P,3H,31,39,31,3O,3e,3v,3v,31,3H,3u,39,38,3P,3H,31,3f,3X,39,38,3e,3v,3X,3X,39,3e,3e,3v,3u,3P,3H,3f,3u,3v,39,31,3u,3u,3e,3P,3H,38,3f,3X,3H,3X,3v,3u,3f,3e,31,3X,3v,39,31,3v,31,31,3P,3X,39,3f,3e,3v,3f,3u,3H,3H,3v,39,3v,3P,3v,3f,3P,3v,3X,3X,3X,3H,39,3H,3P,3v,3u,3u,39,3X,3e,39,3X,31,3f,3u,31,3v,3P,3O,3v,3f,3P,39,3P,3v,3f,3u,3H,39,3v,3u,3u,39,3v,3H,39,3v,3P,3e,3X,3X,3v,3X,3X,3H,3H,3P,3X,3O,3v,3P,39,3X,3e,3H,3H,3X,39,3X,3H,3e,3v,3P,39,31,3f,3e,3v,31,39,31,3u,3u,31,3f,3H,3e,3H,31,3e,3H,38,3H,3X,3v,3P,3e,39,3e,3v,3P,3H,3O] CHD:[279CwucgfrLbiKI1fyS5SKgIz5PmDnqu4fAnfXKO6QfLH89DTacXDH6azMXQi4XeEz59IH0e4jK5u02UnMm0kb4T0mXfsYu66r02G4fzkmzyHoK5G9gYnTycQXQvS#cjDM#ni18uan18MLgyDvvWAComEW06Anffy8g1rzYScT8smwgQrIbqTEUXgv2AiuaWEMKyP6I6Uf#b2#EE2DroC48swDgsT16QqjK1UPrrgowLvyKcC8OTGoymkWurubW8H2bQKMPX9Cab6L]",216,49,TFTTTTTTTTTTTTTTFFFTFTTTTFTTFTTTTTTFFTTTTTTFTTTTFFFFFFFTTFTTTTTTTTTTTFTTFTTTTFTTTTTTTTTTTTTFTTTTTTTTTTFTTTTTTTTTTFTFTTTTTTTFFFTTFFFTTFTTFTTTTTTTTTTTTTTTTTTTTTFFTTTTTTTTFTTTTTTTTTTTTTTTFTFTTTTTTTTTTTTTTTTTTTTTTTTFTTTFFFTTTTTTFTTTTTTTTTTFFTTTTTFFTTTTTTTTFTTTFTTTTTTTT,,TRUE,
